"","User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Items","Average_Price"
"30",1000572,"M","18-25","4","A","0","0",60660,9,6740
"31",1001447,"M","18-25","4","A","0","0",4503530,533,8449.39962476548
"32",1002590,"M","18-25","4","A","0","0",1563502,207,7553.14975845411
"33",1002960,"M","18-25","4","A","0","0",187802,18,10433.4444444444
"34",1002974,"M","18-25","4","A","0","0",594577,60,9909.61666666667
"35",1003391,"M","18-25","4","A","0","0",6476786,697,9292.37589670014
"36",1003509,"M","18-25","4","A","0","0",2085665,238,8763.29831932773
"37",1004567,"M","18-25","4","A","0","0",536699,45,11926.6444444444
"38",1000219,"F","26-35","4","A","0","0",175433,21,8353.95238095238
"39",1002431,"F","26-35","4","A","0","0",67063,13,5158.69230769231
"40",1003154,"F","26-35","4","A","0","0",1135298,114,9958.75438596491
"41",1003266,"F","26-35","4","A","0","0",1001505,96,10432.34375
"42",1004771,"F","26-35","4","A","0","0",2342911,260,9011.19615384615
"43",1000390,"M","26-35","4","A","0","0",946860,123,7698.0487804878
"44",1004663,"M","26-35","4","A","0","0",1618620,219,7390.95890410959
"45",1000395,"M","18-25","5","A","0","0",65645,10,6564.5
"46",1002070,"F","36-45","6","A","0","0",667161,56,11913.5892857143
"47",1005556,"M","46-50","6","A","0","0",1387035,151,9185.66225165563
"48",1000392,"M","18-25","7","A","0","0",2219577,268,8282.00373134328
"49",1000225,"M","26-35","7","A","0","0",2483218,292,8504.17123287671
"50",1001079,"M","26-35","7","A","0","0",788064,75,10507.52
"51",1002653,"M","26-35","7","A","0","0",173058,18,9614.33333333333
"52",1005391,"M","26-35","7","A","0","0",52309,6,8718.16666666667
"53",1005893,"M","26-35","7","A","0","0",501596,82,6117.0243902439
"54",1000934,"F","36-45","7","A","0","0",1951984,282,6921.92907801418
"55",1003207,"M","36-45","7","A","0","0",661857,63,10505.6666666667
"56",1004987,"F","55+","8","A","0","0",518203,39,13287.2564102564
"57",1003917,"F","36-45","9","A","0","0",585767,57,10276.6140350877
"58",1001434,"F","0-17","10","A","0","0",872150,159,5485.22012578616
"59",1001929,"F","0-17","10","A","0","0",112864,15,7524.26666666667
"60",1002195,"M","0-17","10","A","0","0",1523262,157,9702.30573248408
"61",1002239,"M","18-25","10","A","0","0",729491,59,12364.2542372881
"62",1003451,"F","26-35","11","A","0","0",280523,34,8250.67647058824
"63",1000408,"M","26-35","11","A","0","0",1010262,89,11351.2584269663
"64",1005371,"M","26-35","11","A","0","0",1718066,180,9544.81111111111
"65",1003172,"M","18-25","12","A","0","0",541339,55,9842.52727272727
"66",1004696,"M","18-25","12","A","0","0",139111,13,10700.8461538462
"67",1002029,"F","26-35","12","A","0","0",949009,140,6778.63571428571
"68",1000043,"M","26-35","12","A","0","0",137548,13,10580.6153846154
"69",1000492,"M","26-35","12","A","0","0",111812,15,7454.13333333333
"70",1003010,"M","26-35","12","A","0","0",603834,56,10782.75
"71",1003851,"M","26-35","12","A","0","0",353932,44,8043.90909090909
"72",1000020,"M","26-35","14","A","0","0",185747,12,15478.9166666667
"73",1004448,"M","26-35","14","A","0","0",6565878,574,11438.8118466899
"74",1004083,"M","55+","14","A","0","0",3482202,429,8117.02097902098
"75",1003811,"M","26-35","15","A","0","0",577709,57,10135.2456140351
"76",1005963,"M","26-35","15","A","0","0",1031456,93,11090.9247311828
"77",1005046,"M","26-35","16","A","0","0",4458155,458,9733.96288209607
"78",1003230,"M","36-45","16","A","0","0",1014090,83,12217.9518072289
"79",1004277,"M","36-45","16","A","0","0",10536783,978,10773.8067484663
"80",1003899,"M","26-35","17","A","0","0",252469,29,8705.8275862069
"81",1004589,"M","26-35","17","A","0","0",584957,60,9749.28333333333
"82",1005164,"F","36-45","17","A","0","0",385775,39,9891.66666666667
"83",1001699,"F","26-35","19","A","0","0",1900706,193,9848.21761658031
"84",1004227,"M","26-35","19","A","0","0",4836540,676,7154.6449704142
"85",1002906,"M","36-45","19","A","0","0",358398,30,11946.6
"86",1001044,"M","26-35","20","A","0","0",730982,77,9493.27272727273
"87",1003892,"M","26-35","20","A","0","0",2800411,284,9860.60211267606
"88",1005300,"M","26-35","20","A","0","0",1593297,154,10346.0844155844
"89",1003594,"M","0-17","0","B","0","0",969799,94,10317.0106382979
"90",1001476,"F","18-25","0","B","0","0",407413,40,10185.325
"91",1005913,"F","18-25","0","B","0","0",400376,46,8703.82608695652
"92",1000720,"M","18-25","0","B","0","0",1098464,127,8649.32283464567
"93",1000546,"F","26-35","0","B","0","0",898026,128,7015.828125
"94",1005117,"F","26-35","0","B","0","0",44432,8,5554
"95",1000235,"M","26-35","0","B","0","0",2682668,268,10009.9552238806
"96",1001029,"M","26-35","0","B","0","0",1096528,161,6810.73291925466
"97",1001716,"M","26-35","0","B","0","0",876400,109,8040.36697247706
"98",1002767,"M","26-35","0","B","0","0",156546,14,11181.8571428571
"99",1003735,"M","26-35","0","B","0","0",1438051,167,8611.08383233533
"100",1005814,"M","26-35","0","B","0","0",159666,14,11404.7142857143
"101",1000476,"M","36-45","0","B","0","0",2418712,229,10562.0611353712
"102",1002316,"M","36-45","0","B","0","0",908695,91,9985.65934065934
"103",1003018,"M","36-45","0","B","0","0",3393739,345,9836.92463768116
"104",1005107,"F","46-50","0","B","0","0",2473543,327,7564.35168195719
"105",1003087,"F","0-17","1","B","0","0",1727045,173,9982.91907514451
"106",1000619,"F","18-25","1","B","0","0",137275,17,8075
"107",1003825,"M","18-25","1","B","0","0",2078945,279,7451.41577060932
"108",1003771,"M","26-35","1","B","0","0",2016635,258,7816.41472868217
"109",1004980,"M","26-35","1","B","0","0",926085,105,8819.85714285714
"110",1004804,"F","36-45","1","B","0","0",206535,27,7649.44444444444
"111",1001780,"M","36-45","1","B","0","0",2562382,341,7514.31671554252
"112",1002061,"M","55+","1","B","0","0",104049,9,11561
"113",1002628,"F","26-35","2","B","0","0",924177,118,7832.00847457627
"114",1004052,"M","26-35","2","B","0","0",235426,20,11771.3
"115",1005767,"M","26-35","2","B","0","0",2043839,186,10988.3817204301
"116",1000573,"F","36-45","2","B","0","0",216145,22,9824.77272727273
"117",1005054,"M","36-45","2","B","0","0",3032876,380,7981.25263157895
"118",1002519,"F","46-50","2","B","0","0",328745,30,10958.1666666667
"119",1000312,"F","51-55","2","B","0","0",258012,30,8600.4
"120",1003850,"M","18-25","3","B","0","0",2233110,223,10013.9461883408
"121",1000036,"M","26-35","3","B","0","0",2316532,199,11640.864321608
"122",1003601,"F","36-45","3","B","0","0",770980,84,9178.33333333333
"123",1004109,"M","36-45","3","B","0","0",247974,18,13776.3333333333
"124",1000701,"F","18-25","4","B","0","0",350247,41,8542.60975609756
"125",1001858,"F","18-25","4","B","0","0",685990,61,11245.737704918
"126",1002936,"F","18-25","4","B","0","0",281648,31,9085.41935483871
"127",1003971,"F","18-25","4","B","0","0",1635171,201,8135.17910447761
"128",1004387,"F","18-25","4","B","0","0",2937258,412,7129.26699029126
"129",1005198,"F","18-25","4","B","0","0",968595,142,6821.09154929577
"130",1005530,"F","18-25","4","B","0","0",2430399,339,7169.3185840708
"131",1001622,"M","18-25","4","B","0","0",132438,15,8829.2
"132",1001943,"M","18-25","4","B","0","0",3384070,370,9146.13513513513
"133",1002010,"M","18-25","4","B","0","0",2902468,410,7079.19024390244
"134",1003495,"M","18-25","4","B","0","0",89900,9,9988.88888888889
"135",1003503,"M","18-25","4","B","0","0",2930876,275,10657.7309090909
"136",1003777,"M","18-25","4","B","0","0",666510,61,10926.393442623
"137",1004352,"M","18-25","4","B","0","0",2281693,271,8419.53136531365
"138",1005064,"M","18-25","4","B","0","0",669094,60,11151.5666666667
"139",1003776,"F","26-35","4","B","0","0",215912,26,8304.30769230769
"140",1004609,"F","26-35","4","B","0","0",1149866,147,7822.21768707483
"141",1005031,"F","26-35","4","B","0","0",238256,26,9163.69230769231
"142",1003361,"M","26-35","4","B","0","0",1282331,103,12449.8155339806
"143",1005842,"M","26-35","4","B","0","0",412018,27,15259.9259259259
"144",1003397,"M","26-35","5","B","0","0",179499,15,11966.6
"145",1003550,"M","26-35","5","B","0","0",1908441,202,9447.72772277228
"146",1002484,"M","46-50","5","B","0","0",2513668,304,8268.6447368421
"147",1001750,"M","51-55","5","B","0","0",323257,41,7884.31707317073
"148",1001583,"M","36-45","6","B","0","0",214110,26,8235
"149",1002761,"M","36-45","6","B","0","0",2860008,273,10476.2197802198
"150",1002446,"M","18-25","7","B","0","0",2257406,226,9988.5221238938
"151",1002453,"M","26-35","7","B","0","0",3368025,343,9819.31486880466
"152",1003698,"M","26-35","7","B","0","0",618182,65,9510.49230769231
"153",1003020,"F","36-45","7","B","0","0",936208,97,9651.62886597938
"154",1002830,"M","36-45","7","B","0","0",509431,55,9262.38181818182
"155",1001916,"M","46-50","7","B","0","0",2090542,220,9502.46363636364
"156",1002452,"M","46-50","7","B","0","0",327606,27,12133.5555555556
"157",1000238,"F","51-55","7","B","0","0",1188497,139,8550.3381294964
"158",1003629,"F","51-55","7","B","0","0",405992,39,10410.0512820513
"159",1000461,"M","51-55","7","B","0","0",2533863,285,8890.74736842105
"160",1001563,"F","0-17","10","B","0","0",405660,43,9433.95348837209
"161",1001327,"M","0-17","10","B","0","0",351242,40,8781.05
"162",1005953,"M","0-17","10","B","0","0",607669,55,11048.5272727273
"163",1005133,"M","18-25","11","B","0","0",291378,32,9105.5625
"164",1002537,"M","36-45","11","B","0","0",2252051,317,7104.261829653
"165",1004721,"M","36-45","11","B","0","0",407299,40,10182.475
"166",1003002,"M","46-50","11","B","0","0",804658,79,10185.5443037975
"167",1004253,"M","46-50","11","B","0","0",1629013,182,8950.62087912088
"168",1003801,"M","18-25","12","B","0","0",561907,78,7203.9358974359
"169",1004810,"M","18-25","12","B","0","0",1125262,98,11482.2653061224
"170",1003946,"F","26-35","12","B","0","0",1467886,148,9918.14864864865
"171",1000508,"M","26-35","12","B","0","0",867383,79,10979.5316455696
"172",1002689,"M","26-35","12","B","0","0",572735,51,11230.0980392157
"173",1003447,"M","26-35","12","B","0","0",537649,45,11947.7555555556
"174",1005049,"M","26-35","12","B","0","0",1087744,107,10165.8317757009
"175",1001202,"M","36-45","12","B","0","0",2654016,279,9512.60215053763
"176",1001362,"M","36-45","12","B","0","0",1193530,124,9625.24193548387
"177",1004311,"M","51-55","13","B","0","0",381476,45,8477.24444444444
"178",1005948,"M","55+","13","B","0","0",2008324,208,9655.40384615385
"179",1000531,"F","18-25","14","B","0","0",3661969,489,7488.68916155419
"180",1002896,"M","18-25","14","B","0","0",1789977,183,9781.29508196721
"181",1001473,"M","26-35","14","B","0","0",1399364,133,10521.5338345865
"182",1005522,"M","26-35","14","B","0","0",2660408,287,9269.71428571429
"183",1004317,"F","36-45","14","B","0","0",349266,30,11642.2
"184",1004366,"M","18-25","15","B","0","0",156123,17,9183.70588235294
"185",1000848,"M","26-35","15","B","0","0",346688,30,11556.2666666667
"186",1003769,"M","26-35","15","B","0","0",2207753,222,9944.83333333333
"187",1000021,"M","18-25","16","B","0","0",126744,13,9749.53846153846
"188",1000565,"M","26-35","16","B","0","0",100653,13,7742.53846153846
"189",1004623,"M","26-35","16","B","0","0",219427,20,10971.35
"190",1000245,"M","36-45","16","B","0","0",2958852,435,6801.95862068966
"191",1005286,"M","46-50","16","B","0","0",803636,102,7878.78431372549
"192",1002576,"M","18-25","17","B","0","0",1667633,156,10689.9551282051
"193",1003051,"M","18-25","17","B","0","0",2189848,236,9279.01694915254
"194",1003913,"M","18-25","17","B","0","0",722725,81,8922.53086419753
"195",1001260,"M","26-35","17","B","0","0",2677909,282,9496.13120567376
"196",1002523,"M","26-35","17","B","0","0",829259,73,11359.7123287671
"197",1005138,"M","26-35","17","B","0","0",655477,79,8297.17721518987
"198",1005487,"M","26-35","17","B","0","0",243493,20,12174.65
"199",1002959,"M","36-45","17","B","0","0",423269,37,11439.7027027027
"200",1003812,"M","36-45","17","B","0","0",696087,62,11227.2096774194
"201",1004272,"M","46-50","17","B","0","0",673632,61,11043.1475409836
"202",1001647,"M","18-25","18","B","0","0",4154976,492,8445.07317073171
"203",1000749,"M","36-45","18","B","0","0",1991502,250,7966.008
"204",1001933,"M","18-25","19","B","0","0",173571,20,8678.55
"205",1005427,"M","36-45","19","B","0","0",505779,44,11494.9772727273
"206",1001272,"M","18-25","20","B","0","0",1451715,153,9488.33333333333
"207",1001537,"M","18-25","20","B","0","0",182157,16,11384.8125
"208",1005972,"F","26-35","20","B","0","0",1965937,229,8584.87772925764
"209",1003142,"M","26-35","20","B","0","0",631016,57,11070.4561403509
"210",1005038,"M","26-35","20","B","0","0",1005624,116,8669.1724137931
"211",1005252,"M","26-35","20","B","0","0",375146,32,11723.3125
"212",1005787,"M","26-35","20","B","0","0",2166173,221,9801.68778280543
"213",1000227,"M","36-45","20","B","0","0",165449,17,9732.29411764706
"214",1001451,"M","36-45","20","B","0","0",3834903,392,9782.91581632653
"215",1002033,"F","46-50","20","B","0","0",157017,29,5414.37931034483
"216",1005564,"M","46-50","20","B","0","0",169858,22,7720.81818181818
"217",1002045,"F","0-17","0","C","0","0",91553,11,8323
"218",1005751,"F","0-17","0","C","0","0",345116,45,7669.24444444444
"219",1003780,"M","0-17","0","C","0","0",2001885,178,11246.5449438202
"220",1000860,"M","18-25","0","C","0","0",139334,21,6634.95238095238
"221",1000947,"M","18-25","0","C","0","0",62236,8,7779.5
"222",1004427,"M","18-25","0","C","0","0",164493,16,10280.8125
"223",1005147,"M","18-25","0","C","0","0",290975,24,12123.9583333333
"224",1005919,"M","18-25","0","C","0","0",128106,19,6742.42105263158
"225",1001459,"F","26-35","0","C","0","0",116300,15,7753.33333333333
"226",1004214,"F","26-35","0","C","0","0",171382,19,9020.1052631579
"227",1002642,"M","26-35","0","C","0","0",479857,42,11425.1666666667
"228",1003221,"M","26-35","0","C","0","0",320183,23,13921
"229",1003480,"M","26-35","0","C","0","0",294886,28,10531.6428571429
"230",1004632,"M","26-35","0","C","0","0",428750,39,10993.5897435897
"231",1004683,"M","26-35","0","C","0","0",326645,32,10207.65625
"232",1004862,"M","26-35","0","C","0","0",629478,54,11657
"233",1005229,"M","26-35","0","C","0","0",364128,35,10403.6571428571
"234",1005375,"M","26-35","0","C","0","0",188574,19,9924.94736842105
"235",1004208,"F","36-45","0","C","0","0",268784,26,10337.8461538462
"236",1004794,"F","36-45","0","C","0","0",636379,53,12007.1509433962
"237",1000014,"M","36-45","0","C","0","0",127629,13,9817.61538461538
"238",1003461,"M","36-45","0","C","0","0",350174,20,17508.7
"239",1003846,"M","36-45","0","C","0","0",302041,36,8390.02777777778
"240",1000185,"M","46-50","0","C","0","0",435266,31,14040.8387096774
"241",1002229,"M","46-50","0","C","0","0",133340,18,7407.77777777778
"242",1003083,"F","51-55","0","C","0","0",574958,63,9126.31746031746
"243",1002607,"F","55+","0","C","0","0",370229,35,10577.9714285714
"244",1000486,"M","55+","0","C","0","0",223191,25,8927.64
"245",1001347,"F","18-25","1","C","0","0",753027,84,8964.60714285714
"246",1002859,"M","18-25","1","C","0","0",826764,83,9961.01204819277
"247",1003581,"M","18-25","1","C","0","0",209491,17,12323
"248",1005638,"M","18-25","1","C","0","0",504267,57,8846.78947368421
"249",1001115,"F","26-35","1","C","0","0",450216,57,7898.52631578947
"250",1003784,"F","26-35","1","C","0","0",212430,26,8170.38461538462
"251",1005199,"F","26-35","1","C","0","0",218286,22,9922.09090909091
"252",1003355,"M","26-35","1","C","0","0",199210,19,10484.7368421053
"253",1004334,"M","26-35","1","C","0","0",845450,85,9946.47058823529
"254",1005527,"M","26-35","1","C","0","0",131382,14,9384.42857142857
"255",1005726,"M","26-35","1","C","0","0",986243,84,11740.9880952381
"256",1005839,"M","26-35","1","C","0","0",130681,11,11880.0909090909
"257",1005885,"M","26-35","1","C","0","0",778410,68,11447.2058823529
"258",1001012,"F","36-45","1","C","0","0",260041,33,7880.0303030303
"259",1001590,"M","36-45","1","C","0","0",204520,21,9739.04761904762
"260",1005383,"M","36-45","1","C","0","0",177858,19,9360.94736842105
"261",1004537,"F","46-50","1","C","0","0",84423,12,7035.25
"262",1000771,"F","51-55","1","C","0","0",116906,13,8992.76923076923
"263",1000017,"M","51-55","1","C","0","0",1425501,114,12504.3947368421
"264",1002135,"M","51-55","1","C","0","0",61255,7,8750.71428571429
"265",1000931,"F","55+","1","C","0","0",788738,87,9065.95402298851
"266",1001133,"M","18-25","2","C","0","0",1022760,92,11116.9565217391
"267",1001438,"M","18-25","2","C","0","0",181229,24,7551.20833333333
"268",1004349,"M","18-25","2","C","0","0",72045,16,4502.8125
"269",1005725,"M","18-25","2","C","0","0",114824,13,8832.61538461538
"270",1000114,"F","26-35","2","C","0","0",417983,51,8195.74509803922
"271",1004846,"F","26-35","2","C","0","0",128520,17,7560
"272",1000977,"M","26-35","2","C","0","0",1461912,153,9554.98039215686
"273",1001003,"M","26-35","2","C","0","0",213990,17,12587.6470588235
"274",1001994,"M","36-45","2","C","0","0",164141,14,11724.3571428571
"275",1002773,"M","36-45","2","C","0","0",634232,58,10935.0344827586
"276",1002157,"F","18-25","3","C","0","0",669674,80,8370.925
"277",1003580,"F","18-25","3","C","0","0",600524,44,13648.2727272727
"278",1000143,"M","18-25","3","C","0","0",375606,36,10433.5
"279",1005668,"F","26-35","3","C","0","0",571513,48,11906.5208333333
"280",1002008,"M","26-35","3","C","0","0",845274,87,9715.79310344828
"281",1002125,"M","36-45","3","C","0","0",1398762,123,11372.0487804878
"282",1003515,"M","36-45","3","C","0","0",477088,48,9939.33333333333
"283",1003046,"M","0-17","4","C","0","0",298680,36,8296.66666666667
"284",1000200,"F","18-25","4","C","0","0",129684,14,9263.14285714286
"285",1000605,"F","18-25","4","C","0","0",700369,63,11116.9682539683
"286",1001314,"F","18-25","4","C","0","0",803205,111,7236.08108108108
"287",1001911,"F","18-25","4","C","0","0",144642,16,9040.125
"288",1001957,"F","18-25","4","C","0","0",248363,27,9198.62962962963
"289",1002692,"F","18-25","4","C","0","0",824168,82,10050.8292682927
"290",1004391,"F","18-25","4","C","0","0",163942,19,8628.52631578947
"291",1004936,"F","18-25","4","C","0","0",270817,26,10416.0384615385
"292",1005619,"F","18-25","4","C","0","0",443089,51,8688.01960784314
"293",1005830,"F","18-25","4","C","0","0",188358,24,7848.25
"294",1000052,"M","18-25","4","C","0","0",523039,42,12453.3095238095
"295",1000182,"M","18-25","4","C","0","0",490892,54,9090.59259259259
"296",1000671,"M","18-25","4","C","0","0",987626,87,11352.0229885057
"297",1000803,"M","18-25","4","C","0","0",428406,31,13819.5483870968
"298",1000894,"M","18-25","4","C","0","0",519660,39,13324.6153846154
"299",1001805,"M","18-25","4","C","0","0",1029810,93,11073.2258064516
"300",1002083,"M","18-25","4","C","0","0",204762,19,10776.9473684211
"301",1002992,"M","18-25","4","C","0","0",250433,27,9275.2962962963
"302",1003459,"M","18-25","4","C","0","0",205135,18,11396.3888888889
"303",1003516,"M","18-25","4","C","0","0",867053,81,10704.3580246914
"304",1003536,"M","18-25","4","C","0","0",1023547,95,10774.1789473684
"305",1004012,"M","18-25","4","C","0","0",227615,22,10346.1363636364
"306",1004198,"M","18-25","4","C","0","0",231630,29,7987.24137931035
"307",1004967,"M","18-25","4","C","0","0",617980,51,12117.2549019608
"308",1005915,"M","18-25","4","C","0","0",1481206,146,10145.2465753425
"309",1002711,"F","26-35","4","C","0","0",198767,26,7644.88461538462
"310",1004588,"F","26-35","4","C","0","0",140754,19,7408.1052631579
"311",1000985,"M","26-35","4","C","0","0",1207090,91,13264.7252747253
"312",1002982,"M","26-35","4","C","0","0",124883,10,12488.3
"313",1005079,"M","26-35","4","C","0","0",325335,38,8561.44736842105
"314",1005161,"M","26-35","4","C","0","0",1476652,173,8535.56069364162
"315",1005321,"M","26-35","4","C","0","0",1174918,157,7483.55414012739
"316",1005727,"M","26-35","4","C","0","0",182058,24,7585.75
"317",1005818,"M","26-35","4","C","0","0",148796,17,8752.70588235294
"318",1004233,"M","36-45","4","C","0","0",781507,78,10019.3205128205
"319",1002715,"F","51-55","4","C","0","0",418199,46,9091.28260869565
"320",1005169,"F","51-55","4","C","0","0",745022,66,11288.2121212121
"321",1004338,"F","18-25","5","C","0","0",158022,17,9295.41176470588
"322",1000186,"M","18-25","5","C","0","0",652330,58,11247.0689655172
"323",1001091,"M","18-25","5","C","0","0",157107,17,9241.58823529412
"324",1002097,"M","18-25","5","C","0","0",928288,101,9190.9702970297
"325",1001801,"F","26-35","6","C","0","0",134631,13,10356.2307692308
"326",1004617,"F","26-35","6","C","0","0",359611,41,8771
"327",1005521,"F","26-35","6","C","0","0",235781,25,9431.24
"328",1005655,"F","26-35","6","C","0","0",537708,58,9270.8275862069
"329",1000389,"M","26-35","6","C","0","0",400832,44,9109.81818181818
"330",1005396,"M","26-35","6","C","0","0",530899,41,12948.756097561
"331",1000932,"F","36-45","6","C","0","0",121848,10,12184.8
"332",1004074,"M","36-45","6","C","0","0",119092,15,7939.46666666667
"333",1001289,"M","46-50","6","C","0","0",321494,23,13978
"334",1005489,"M","18-25","7","C","0","0",444019,37,12000.5135135135
"335",1000861,"M","26-35","7","C","0","0",456026,54,8444.92592592593
"336",1002463,"M","26-35","7","C","0","0",677772,64,10590.1875
"337",1002510,"M","26-35","7","C","0","0",384034,28,13715.5
"338",1002553,"M","26-35","7","C","0","0",162360,10,16236
"339",1002769,"M","26-35","7","C","0","0",657992,71,9267.49295774648
"340",1002958,"M","26-35","7","C","0","0",191313,25,7652.52
"341",1003991,"M","26-35","7","C","0","0",235326,25,9413.04
"342",1004625,"M","26-35","7","C","0","0",458477,47,9754.82978723404
"343",1000387,"F","36-45","7","C","0","0",365489,45,8121.97777777778
"344",1004246,"F","36-45","7","C","0","0",205235,21,9773.09523809524
"345",1002491,"M","36-45","7","C","0","0",665852,66,10088.6666666667
"346",1002594,"M","36-45","7","C","0","0",457686,44,10401.9545454545
"347",1002673,"M","36-45","7","C","0","0",103716,12,8643
"348",1003415,"M","36-45","7","C","0","0",892950,88,10147.1590909091
"349",1003523,"M","36-45","7","C","0","0",232658,20,11632.9
"350",1004669,"M","36-45","7","C","0","0",177821,22,8082.77272727273
"351",1005206,"M","36-45","7","C","0","0",107337,10,10733.7
"352",1005454,"M","36-45","7","C","0","0",323391,30,10779.7
"353",1004278,"F","46-50","7","C","0","0",216140,15,14409.3333333333
"354",1005051,"F","51-55","7","C","0","0",109897,13,8453.61538461538
"355",1004519,"M","51-55","7","C","0","0",320919,29,11066.1724137931
"356",1003040,"M","26-35","8","C","0","0",198047,16,12377.9375
"357",1005287,"M","26-35","8","C","0","0",1030501,113,9119.4778761062
"358",1003803,"F","36-45","9","C","0","0",150003,16,9375.1875
"359",1000210,"F","0-17","10","C","0","0",883170,57,15494.2105263158
"360",1004572,"F","0-17","10","C","0","0",630789,81,7787.51851851852
"361",1005459,"F","0-17","10","C","0","0",696684,92,7572.65217391304
"362",1000153,"M","0-17","10","C","0","0",124933,14,8923.78571428571
"363",1000349,"M","0-17","10","C","0","0",1445812,154,9388.38961038961
"364",1001353,"M","0-17","10","C","0","0",291021,34,8559.44117647059
"365",1001366,"M","0-17","10","C","0","0",652609,77,8475.44155844156
"366",1001380,"M","0-17","10","C","0","0",1401331,141,9938.51773049645
"367",1001910,"M","0-17","10","C","0","0",239879,28,8567.10714285714
"368",1002052,"M","0-17","10","C","0","0",138997,17,8176.29411764706
"369",1002217,"M","0-17","10","C","0","0",201122,25,8044.88
"370",1002236,"M","0-17","10","C","0","0",476576,54,8825.48148148148
"371",1002467,"M","0-17","10","C","0","0",184108,13,14162.1538461538
"372",1002687,"M","0-17","10","C","0","0",158882,11,14443.8181818182
"373",1004294,"M","0-17","10","C","0","0",632413,88,7186.51136363636
"374",1004764,"M","0-17","10","C","0","0",262202,28,9364.35714285714
"375",1004830,"M","0-17","10","C","0","0",619679,62,9994.82258064516
"376",1001153,"M","18-25","10","C","0","0",283297,49,5781.57142857143
"377",1000120,"M","26-35","11","C","0","0",343809,32,10744.03125
"378",1000413,"M","26-35","11","C","0","0",508416,54,9415.11111111111
"379",1000717,"M","26-35","11","C","0","0",191972,23,8346.60869565217
"380",1002727,"M","26-35","11","C","0","0",575130,46,12502.8260869565
"381",1004702,"M","26-35","11","C","0","0",206798,19,10884.1052631579
"382",1003898,"M","46-50","11","C","0","0",598362,61,9809.2131147541
"383",1003058,"M","18-25","12","C","0","0",735376,83,8859.95180722892
"384",1003703,"M","18-25","12","C","0","0",260261,32,8133.15625
"385",1003868,"M","18-25","12","C","0","0",1462024,162,9024.83950617284
"386",1004910,"M","18-25","12","C","0","0",335859,29,11581.3448275862
"387",1004986,"M","18-25","12","C","0","0",225796,14,16128.2857142857
"388",1005365,"M","18-25","12","C","0","0",1458661,148,9855.81756756757
"389",1000479,"M","26-35","12","C","0","0",528144,51,10355.7647058824
"390",1001155,"M","26-35","12","C","0","0",1186301,104,11406.7403846154
"391",1002902,"M","26-35","12","C","0","0",140793,13,10830.2307692308
"392",1003124,"M","26-35","12","C","0","0",122978,16,7686.125
"393",1004533,"M","26-35","12","C","0","0",304750,29,10508.6206896552
"394",1004622,"M","26-35","12","C","0","0",162381,15,10825.4
"395",1000834,"F","36-45","12","C","0","0",312462,31,10079.4193548387
"396",1000729,"M","36-45","12","C","0","0",1164036,92,12652.5652173913
"397",1002103,"M","36-45","12","C","0","0",529849,52,10189.4038461538
"398",1005481,"M","46-50","12","C","0","0",213422,24,8892.58333333333
"399",1001598,"M","36-45","13","C","0","0",1062978,103,10320.1747572816
"400",1002563,"M","46-50","13","C","0","0",116138,12,9678.16666666667
